"arc_length","6","cb","4","5","1","2","3"
1.71e-09,2.54434e+09,1.41881e+18,5.69401e+12,1.56077e+10,1.84924e+21,5.07275e+17,1.56884e+15
1.74e-09,2.58862e+09,1.45675e+18,5.79301e+12,1.588e+10,1.87141e+21,5.15726e+17,1.59592e+15
1.77e-09,2.6329e+09,1.49468e+18,5.892e+12,1.61522e+10,1.89358e+21,5.24176e+17,1.62301e+15
1.8e-09,2.67717e+09,1.53261e+18,5.991e+12,1.64244e+10,1.91575e+21,5.32627e+17,1.65009e+15
1.83e-09,2.7206e+09,1.57043e+18,6.08787e+12,1.6691e+10,1.92718e+21,5.39958e+17,1.67614e+15
1.86e-09,2.76402e+09,1.60825e+18,6.18474e+12,1.69576e+10,1.93861e+21,5.47289e+17,1.70218e+15
1.89e-09,2.80744e+09,1.64607e+18,6.28162e+12,1.72241e+10,1.95003e+21,5.54621e+17,1.72823e+15
1.92e-09,2.85086e+09,1.6839e+18,6.37849e+12,1.74907e+10,1.96146e+21,5.61952e+17,1.75427e+15
1.95e-09,2.89429e+09,1.72172e+18,6.47536e+12,1.77572e+10,1.97289e+21,5.69283e+17,1.78032e+15
1.98e-09,2.93771e+09,1.75954e+18,6.57224e+12,1.80238e+10,1.98432e+21,5.76614e+17,1.80636e+15
2.01e-09,2.98113e+09,1.79736e+18,6.66911e+12,1.82904e+10,1.99574e+21,5.83945e+17,1.83241e+15
2.04e-09,3.02455e+09,1.83518e+18,6.76598e+12,1.85569e+10,2.00717e+21,5.91277e+17,1.85845e+15
2.07e-09,3.06798e+09,1.87301e+18,6.86286e+12,1.88235e+10,2.0186e+21,5.98608e+17,1.8845e+15
2.1e-09,3.1114e+09,1.91083e+18,6.95973e+12,1.90901e+10,2.03003e+21,6.05939e+17,1.91054e+15
2.13e-09,3.15482e+09,1.94865e+18,7.0566e+12,1.93566e+10,2.04145e+21,6.1327e+17,1.93658e+15
2.16e-09,3.19825e+09,1.98647e+18,7.15348e+12,1.96232e+10,2.05288e+21,6.20602e+17,1.96263e+15
2.19e-09,3.24167e+09,2.0243e+18,7.25035e+12,1.98898e+10,2.06431e+21,6.27933e+17,1.98867e+15
2.22e-09,3.28509e+09,2.06212e+18,7.34722e+12,2.01563e+10,2.07574e+21,6.35264e+17,2.01472e+15
2.25e-09,3.32851e+09,2.09994e+18,7.44409e+12,2.04229e+10,2.08716e+21,6.42595e+17,2.04076e+15
2.28e-09,3.37194e+09,2.13776e+18,7.54097e+12,2.06895e+10,2.09859e+21,6.49927e+17,2.06681e+15
2.31e-09,3.41536e+09,2.17558e+18,7.63784e+12,2.0956e+10,2.11002e+21,6.57258e+17,2.09285e+15
2.34e-09,3.45878e+09,2.21341e+18,7.73471e+12,2.12226e+10,2.12145e+21,6.64589e+17,2.1189e+15
2.37e-09,3.5022e+09,2.25123e+18,7.83159e+12,2.14891e+10,2.13287e+21,6.7192e+17,2.14494e+15
2.4e-09,3.54563e+09,2.28905e+18,7.92846e+12,2.17557e+10,2.1443e+21,6.79252e+17,2.17099e+15
2.43e-09,3.58778e+09,2.32141e+18,8.02221e+12,2.20131e+10,2.14794e+21,6.85178e+17,2.19554e+15
2.46e-09,3.62994e+09,2.35377e+18,8.11596e+12,2.22705e+10,2.15158e+21,6.91105e+17,2.2201e+15
2.49e-09,3.6721e+09,2.38613e+18,8.20971e+12,2.25279e+10,2.15522e+21,6.97031e+17,2.24465e+15
2.52e-09,3.71426e+09,2.41849e+18,8.30346e+12,2.27853e+10,2.15886e+21,7.02958e+17,2.26921e+15
2.55e-09,3.75641e+09,2.45085e+18,8.39721e+12,2.30427e+10,2.1625e+21,7.08884e+17,2.29376e+15
2.58e-09,3.79857e+09,2.48322e+18,8.49096e+12,2.33001e+10,2.16614e+21,7.14811e+17,2.31831e+15
2.61e-09,3.84073e+09,2.51558e+18,8.58471e+12,2.35575e+10,2.16978e+21,7.20737e+17,2.34287e+15
2.64e-09,3.88288e+09,2.54794e+18,8.67847e+12,2.38149e+10,2.17342e+21,7.26664e+17,2.36742e+15
2.67e-09,3.92504e+09,2.5803e+18,8.77222e+12,2.40723e+10,2.17706e+21,7.3259e+17,2.39198e+15
2.7e-09,3.9672e+09,2.61266e+18,8.86597e+12,2.43298e+10,2.1807e+21,7.38517e+17,2.41653e+15
2.73e-09,4.00936e+09,2.64502e+18,8.95972e+12,2.45872e+10,2.18435e+21,7.44443e+17,2.44108e+15
2.76e-09,4.05151e+09,2.67738e+18,9.05347e+12,2.48446e+10,2.18799e+21,7.5037e+17,2.46564e+15
2.79e-09,4.09367e+09,2.70974e+18,9.14722e+12,2.5102e+10,2.19163e+21,7.56296e+17,2.49019e+15
2.82e-09,4.13583e+09,2.7421e+18,9.24097e+12,2.53594e+10,2.19527e+21,7.62223e+17,2.51475e+15
2.85e-09,4.17798e+09,2.77446e+18,9.33472e+12,2.56168e+10,2.19891e+21,7.68149e+17,2.5393e+15
2.88e-09,4.22014e+09,2.80682e+18,9.42847e+12,2.58742e+10,2.20255e+21,7.74076e+17,2.56386e+15
2.91e-09,4.2623e+09,2.83918e+18,9.52222e+12,2.61316e+10,2.20619e+21,7.80002e+17,2.58841e+15
2.94e-09,4.30446e+09,2.87154e+18,9.61597e+12,2.6389e+10,2.20983e+21,7.85929e+17,2.61296e+15
2.97e-09,4.34661e+09,2.9039e+18,9.70972e+12,2.66464e+10,2.21347e+21,7.91855e+17,2.63752e+15
3e-09,4.38877e+09,2.93626e+18,9.80347e+12,2.69038e+10,2.21711e+21,7.97782e+17,2.66207e+15
3.03e-09,4.4293e+09,2.96281e+18,9.89325e+12,2.71491e+10,2.21666e+21,8.02294e+17,2.68481e+15
3.06e-09,4.46984e+09,2.98935e+18,9.98302e+12,2.73945e+10,2.21621e+21,8.06805e+17,2.70754e+15
3.09e-09,4.51037e+09,3.01589e+18,1.00728e+13,2.76398e+10,2.21575e+21,8.11317e+17,2.73028e+15
3.12e-09,4.5509e+09,3.04243e+18,1.01626e+13,2.78852e+10,2.2153e+21,8.15829e+17,2.75301e+15
3.15e-09,4.59144e+09,3.06897e+18,1.02524e+13,2.81305e+10,2.21485e+21,8.20341e+17,2.77575e+15
3.18e-09,4.63197e+09,3.09551e+18,1.03421e+13,2.83759e+10,2.2144e+21,8.24852e+17,2.79849e+15
3.21e-09,4.6725e+09,3.12205e+18,1.04319e+13,2.86212e+10,2.21395e+21,8.29364e+17,2.82122e+15
3.24e-09,4.71304e+09,3.14859e+18,1.05217e+13,2.88666e+10,2.21349e+21,8.33876e+17,2.84396e+15
3.27e-09,4.75357e+09,3.17513e+18,1.06115e+13,2.91119e+10,2.21304e+21,8.38387e+17,2.86669e+15
3.3e-09,4.7941e+09,3.20168e+18,1.07012e+13,2.93573e+10,2.21259e+21,8.42899e+17,2.88943e+15
3.33e-09,4.83464e+09,3.22822e+18,1.0791e+13,2.96026e+10,2.21214e+21,8.47411e+17,2.91216e+15
3.36e-09,4.87517e+09,3.25476e+18,1.08808e+13,2.98479e+10,2.21169e+21,8.51922e+17,2.9349e+15
3.39e-09,4.9157e+09,3.2813e+18,1.09706e+13,3.00933e+10,2.21123e+21,8.56434e+17,2.95764e+15
3.42e-09,4.95624e+09,3.30784e+18,1.10603e+13,3.03386e+10,2.21078e+21,8.60946e+17,2.98037e+15
3.45e-09,4.99677e+09,3.33438e+18,1.11501e+13,3.0584e+10,2.21033e+21,8.65458e+17,3.00311e+15
3.48e-09,5.03731e+09,3.36092e+18,1.12399e+13,3.08293e+10,2.20988e+21,8.69969e+17,3.02584e+15
3.51e-09,5.07784e+09,3.38746e+18,1.13297e+13,3.10747e+10,2.20943e+21,8.74481e+17,3.04858e+15
3.54e-09,5.11837e+09,3.414e+18,1.14195e+13,3.132e+10,2.20897e+21,8.78993e+17,3.07131e+15
3.57e-09,5.15891e+09,3.44055e+18,1.15092e+13,3.15654e+10,2.20852e+21,8.83504e+17,3.09405e+15
3.6e-09,5.19944e+09,3.46709e+18,1.1599e+13,3.18107e+10,2.20807e+21,8.88016e+17,3.11678e+15
3.63e-09,5.23806e+09,3.48925e+18,1.16841e+13,3.20418e+10,2.20606e+21,8.91262e+17,3.1375e+15
3.66e-09,5.27667e+09,3.51141e+18,1.17693e+13,3.22729e+10,2.20405e+21,8.94508e+17,3.15822e+15
3.69e-09,5.31529e+09,3.53357e+18,1.18544e+13,3.2504e+10,2.20204e+21,8.97754e+17,3.17894e+15
3.72e-09,5.3539e+09,3.55573e+18,1.19395e+13,3.27351e+10,2.20002e+21,9.01e+17,3.19965e+15
3.75e-09,5.39252e+09,3.57789e+18,1.20246e+13,3.29662e+10,2.19801e+21,9.04246e+17,3.22037e+15
3.78e-09,5.43114e+09,3.60005e+18,1.21098e+13,3.31973e+10,2.196e+21,9.07492e+17,3.24109e+15
3.81e-09,5.46975e+09,3.62221e+18,1.21949e+13,3.34284e+10,2.19399e+21,9.10738e+17,3.2618e+15
3.84e-09,5.50837e+09,3.64437e+18,1.228e+13,3.36595e+10,2.19198e+21,9.13983e+17,3.28252e+15
3.87e-09,5.54699e+09,3.66652e+18,1.23652e+13,3.38906e+10,2.18997e+21,9.17229e+17,3.30324e+15
3.9e-09,5.5856e+09,3.68868e+18,1.24503e+13,3.41217e+10,2.18795e+21,9.20475e+17,3.32395e+15
3.93e-09,5.62422e+09,3.71084e+18,1.25354e+13,3.43528e+10,2.18594e+21,9.23721e+17,3.34467e+15
3.96e-09,5.66284e+09,3.733e+18,1.26205e+13,3.45839e+10,2.18393e+21,9.26967e+17,3.36539e+15
3.99e-09,5.70145e+09,3.75516e+18,1.27057e+13,3.4815e+10,2.18192e+21,9.30213e+17,3.3861e+15
4.02e-09,5.74007e+09,3.77732e+18,1.27908e+13,3.50461e+10,2.17991e+21,9.33459e+17,3.40682e+15
4.05e-09,5.77868e+09,3.79948e+18,1.28759e+13,3.52772e+10,2.1779e+21,9.36705e+17,3.42754e+15
4.08e-09,5.8173e+09,3.82164e+18,1.29611e+13,3.55083e+10,2.17588e+21,9.39951e+17,3.44825e+15
4.11e-09,5.85592e+09,3.8438e+18,1.30462e+13,3.57394e+10,2.17387e+21,9.43197e+17,3.46897e+15
4.14e-09,5.89453e+09,3.86596e+18,1.31313e+13,3.59705e+10,2.17186e+21,9.46443e+17,3.48969e+15
4.17e-09,5.93315e+09,3.88812e+18,1.32164e+13,3.62016e+10,2.16985e+21,9.49688e+17,3.5104e+15
4.2e-09,5.97177e+09,3.91028e+18,1.33016e+13,3.64327e+10,2.16784e+21,9.52934e+17,3.53112e+15
4.23e-09,6.00822e+09,3.92923e+18,1.33815e+13,3.66479e+10,2.1654e+21,9.5511e+17,3.54972e+15
4.26e-09,6.04468e+09,3.94817e+18,1.34615e+13,3.68631e+10,2.16295e+21,9.57285e+17,3.56831e+15
4.29e-09,6.08114e+09,3.96712e+18,1.35414e+13,3.70783e+10,2.16051e+21,9.5946e+17,3.5869e+15
4.32e-09,6.1176e+09,3.98606e+18,1.36214e+13,3.72935e+10,2.15807e+21,9.61635e+17,3.6055e+15
4.35e-09,6.15406e+09,4.00501e+18,1.37013e+13,3.75087e+10,2.15563e+21,9.63811e+17,3.62409e+15
4.38e-09,6.19051e+09,4.02395e+18,1.37813e+13,3.77239e+10,2.15319e+21,9.65986e+17,3.64269e+15
4.41e-09,6.22697e+09,4.0429e+18,1.38612e+13,3.79391e+10,2.15075e+21,9.68161e+17,3.66128e+15
4.44e-09,6.26343e+09,4.06184e+18,1.39412e+13,3.81543e+10,2.1483e+21,9.70337e+17,3.67987e+15
4.47e-09,6.29989e+09,4.08079e+18,1.40211e+13,3.83695e+10,2.14586e+21,9.72512e+17,3.69847e+15
4.5e-09,6.33635e+09,4.09973e+18,1.41011e+13,3.85846e+10,2.14342e+21,9.74687e+17,3.71706e+15
4.53e-09,6.3728e+09,4.11868e+18,1.4181e+13,3.87998e+10,2.14098e+21,9.76862e+17,3.73565e+15
4.56e-09,6.40926e+09,4.13762e+18,1.4261e+13,3.9015e+10,2.13854e+21,9.79038e+17,3.75425e+15
4.59e-09,6.44572e+09,4.15657e+18,1.43409e+13,3.92302e+10,2.1361e+21,9.81213e+17,3.77284e+15
4.62e-09,6.48218e+09,4.17551e+18,1.44209e+13,3.94454e+10,2.13366e+21,9.83388e+17,3.79144e+15
4.65e-09,6.51864e+09,4.19446e+18,1.45008e+13,3.96606e+10,2.13121e+21,9.85563e+17,3.81003e+15
4.68e-09,6.55509e+09,4.2134e+18,1.45808e+13,3.98758e+10,2.12877e+21,9.87739e+17,3.82862e+15
4.71e-09,6.59155e+09,4.23235e+18,1.46607e+13,4.0091e+10,2.12633e+21,9.89914e+17,3.84722e+15
4.74e-09,6.62801e+09,4.25129e+18,1.47407e+13,4.03062e+10,2.12389e+21,9.92089e+17,3.86581e+15
4.77e-09,6.66447e+09,4.27024e+18,1.48206e+13,4.05214e+10,2.12145e+21,9.94265e+17,3.88441e+15
4.8e-09,6.70093e+09,4.28918e+18,1.49006e+13,4.07366e+10,2.11901e+21,9.9644e+17,3.903e+15
4.83e-09,6.73503e+09,4.30538e+18,1.49749e+13,4.09347e+10,2.11648e+21,9.9773e+17,3.91943e+15
4.86e-09,6.76913e+09,4.32159e+18,1.50493e+13,4.11327e+10,2.11395e+21,9.9902e+17,3.93587e+15
4.89e-09,6.80322e+09,4.33779e+18,1.51236e+13,4.13307e+10,2.11143e+21,1.00031e+18,3.9523e+15
4.92e-09,6.83732e+09,4.354e+18,1.5198e+13,4.15287e+10,2.1089e+21,1.0016e+18,3.96873e+15
4.95e-09,6.87142e+09,4.3702e+18,1.52723e+13,4.17268e+10,2.10637e+21,1.00289e+18,3.98516e+15
4.98e-09,6.90552e+09,4.3864e+18,1.53467e+13,4.19248e+10,2.10385e+21,1.00418e+18,4.0016e+15
5.01e-09,6.93962e+09,4.40261e+18,1.5421e+13,4.21228e+10,2.10132e+21,1.00547e+18,4.01803e+15
5.04e-09,6.97372e+09,4.41881e+18,1.54954e+13,4.23208e+10,2.0988e+21,1.00676e+18,4.03446e+15
5.07e-09,7.00782e+09,4.43501e+18,1.55697e+13,4.25189e+10,2.09627e+21,1.00805e+18,4.0509e+15
5.1e-09,7.04192e+09,4.45122e+18,1.56441e+13,4.27169e+10,2.09374e+21,1.00934e+18,4.06733e+15
5.13e-09,7.07602e+09,4.46742e+18,1.57184e+13,4.29149e+10,2.09122e+21,1.01063e+18,4.08376e+15
5.16e-09,7.11012e+09,4.48362e+18,1.57928e+13,4.31129e+10,2.08869e+21,1.01192e+18,4.10019e+15
5.19e-09,7.14422e+09,4.49983e+18,1.58671e+13,4.3311e+10,2.08617e+21,1.01321e+18,4.11663e+15
5.22e-09,7.17832e+09,4.51603e+18,1.59415e+13,4.3509e+10,2.08364e+21,1.0145e+18,4.13306e+15
5.25e-09,7.21242e+09,4.53223e+18,1.60158e+13,4.3707e+10,2.08111e+21,1.01579e+18,4.14949e+15
5.28e-09,7.24651e+09,4.54844e+18,1.60902e+13,4.3905e+10,2.07859e+21,1.01708e+18,4.16593e+15
5.31e-09,7.28061e+09,4.56464e+18,1.61645e+13,4.41031e+10,2.07606e+21,1.01837e+18,4.18236e+15
5.34e-09,7.31471e+09,4.58085e+18,1.62389e+13,4.43011e+10,2.07353e+21,1.01966e+18,4.19879e+15
5.37e-09,7.34881e+09,4.59705e+18,1.63132e+13,4.44991e+10,2.07101e+21,1.02095e+18,4.21522e+15
5.4e-09,7.38291e+09,4.61325e+18,1.63876e+13,4.46971e+10,2.06848e+21,1.02224e+18,4.23166e+15
5.43e-09,7.41449e+09,4.62685e+18,1.6456e+13,4.4877e+10,2.06595e+21,1.02281e+18,4.24594e+15
5.46e-09,7.44606e+09,4.64045e+18,1.65244e+13,4.50569e+10,2.06341e+21,1.02337e+18,4.26022e+15
5.49e-09,7.47763e+09,4.65405e+18,1.65929e+13,4.52368e+10,2.06087e+21,1.02394e+18,4.2745e+15
5.52e-09,7.50921e+09,4.66765e+18,1.66613e+13,4.54166e+10,2.05834e+21,1.0245e+18,4.28878e+15
5.55e-09,7.54078e+09,4.68125e+18,1.67297e+13,4.55965e+10,2.0558e+21,1.02506e+18,4.30306e+15
5.58e-09,7.57236e+09,4.69485e+18,1.67981e+13,4.57764e+10,2.05326e+21,1.02563e+18,4.31734e+15
5.61e-09,7.60393e+09,4.70845e+18,1.68666e+13,4.59563e+10,2.05073e+21,1.02619e+18,4.33162e+15
5.64e-09,7.6355e+09,4.72205e+18,1.6935e+13,4.61361e+10,2.04819e+21,1.02676e+18,4.3459e+15
5.67e-09,7.66708e+09,4.73565e+18,1.70034e+13,4.6316e+10,2.04565e+21,1.02732e+18,4.36018e+15
5.7e-09,7.69865e+09,4.74925e+18,1.70718e+13,4.64959e+10,2.04311e+21,1.02789e+18,4.37446e+15
5.73e-09,7.73022e+09,4.76285e+18,1.71403e+13,4.66758e+10,2.04058e+21,1.02845e+18,4.38874e+15
5.76e-09,7.7618e+09,4.77645e+18,1.72087e+13,4.68556e+10,2.03804e+21,1.02902e+18,4.40302e+15
5.79e-09,7.79337e+09,4.79005e+18,1.72771e+13,4.70355e+10,2.0355e+21,1.02958e+18,4.4173e+15
5.82e-09,7.82495e+09,4.80365e+18,1.73455e+13,4.72154e+10,2.03297e+21,1.03015e+18,4.43158e+15
5.85e-09,7.85652e+09,4.81725e+18,1.7414e+13,4.73952e+10,2.03043e+21,1.03071e+18,4.44586e+15
5.88e-09,7.88809e+09,4.83085e+18,1.74824e+13,4.75751e+10,2.02789e+21,1.03128e+18,4.46014e+15
5.91e-09,7.91967e+09,4.84445e+18,1.75508e+13,4.7755e+10,2.02536e+21,1.03184e+18,4.47442e+15
5.94e-09,7.95124e+09,4.85805e+18,1.76192e+13,4.79349e+10,2.02282e+21,1.03241e+18,4.4887e+15
5.97e-09,7.98281e+09,4.87165e+18,1.76876e+13,4.81147e+10,2.02028e+21,1.03297e+18,4.50298e+15
6e-09,8.01439e+09,4.88525e+18,1.77561e+13,4.82946e+10,2.01775e+21,1.03354e+18,4.51726e+15
6.03e-09,8.0433e+09,4.89631e+18,1.78183e+13,4.84556e+10,2.01521e+21,1.03351e+18,4.52942e+15
6.06e-09,8.07222e+09,4.90736e+18,1.78806e+13,4.86166e+10,2.01267e+21,1.03349e+18,4.54159e+15
6.09e-09,8.10113e+09,4.91842e+18,1.79428e+13,4.87776e+10,2.01014e+21,1.03346e+18,4.55376e+15
6.12e-09,8.13004e+09,4.92947e+18,1.80051e+13,4.89386e+10,2.0076e+21,1.03343e+18,4.56593e+15
6.15e-09,8.15896e+09,4.94053e+18,1.80673e+13,4.90996e+10,2.00507e+21,1.03341e+18,4.5781e+15
6.18e-09,8.18787e+09,4.95158e+18,1.81296e+13,4.92606e+10,2.00253e+21,1.03338e+18,4.59027e+15
6.21e-09,8.21679e+09,4.96264e+18,1.81918e+13,4.94216e+10,1.99999e+21,1.03336e+18,4.60244e+15
6.24e-09,8.2457e+09,4.97369e+18,1.82541e+13,4.95826e+10,1.99746e+21,1.03333e+18,4.61461e+15
6.27e-09,8.27461e+09,4.98474e+18,1.83163e+13,4.97436e+10,1.99492e+21,1.0333e+18,4.62678e+15
6.3e-09,8.30353e+09,4.9958e+18,1.83786e+13,4.99046e+10,1.99238e+21,1.03328e+18,4.63895e+15
6.33e-09,8.33244e+09,5.00685e+18,1.84409e+13,5.00656e+10,1.98985e+21,1.03325e+18,4.65112e+15
6.36e-09,8.36136e+09,5.01791e+18,1.85031e+13,5.02266e+10,1.98731e+21,1.03323e+18,4.66329e+15
6.39e-09,8.39027e+09,5.02896e+18,1.85654e+13,5.03876e+10,1.98478e+21,1.0332e+18,4.67546e+15
6.42e-09,8.41919e+09,5.04002e+18,1.86276e+13,5.05486e+10,1.98224e+21,1.03317e+18,4.68763e+15
6.45e-09,8.4481e+09,5.05107e+18,1.86899e+13,5.07096e+10,1.9797e+21,1.03315e+18,4.69979e+15
6.48e-09,8.47701e+09,5.06213e+18,1.87521e+13,5.08706e+10,1.97717e+21,1.03312e+18,4.71196e+15
6.51e-09,8.50593e+09,5.07318e+18,1.88144e+13,5.10316e+10,1.97463e+21,1.0331e+18,4.72413e+15
6.54e-09,8.53484e+09,5.08424e+18,1.88766e+13,5.11926e+10,1.97209e+21,1.03307e+18,4.7363e+15
6.57e-09,8.56376e+09,5.09529e+18,1.89389e+13,5.13536e+10,1.96956e+21,1.03304e+18,4.74847e+15
6.6e-09,8.59267e+09,5.10635e+18,1.90011e+13,5.15146e+10,1.96702e+21,1.03302e+18,4.76064e+15
6.63e-09,8.61882e+09,5.11492e+18,1.9057e+13,5.16563e+10,1.96449e+21,1.03251e+18,4.77077e+15
