"cb","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.6073e+19,1,7.38e-09,7.38e-09,0,0
4.6132e+19,1,7.41e-09,7.41e-09,0,0
4.619e+19,1,7.44e-09,7.44e-09,0,0
4.6249e+19,1,7.47e-09,7.47e-09,0,0
4.6307e+19,1,7.5e-09,7.5e-09,0,0
4.6366e+19,1,7.53e-09,7.53e-09,0,0
4.6424e+19,1,7.56e-09,7.56e-09,0,0
4.6483e+19,1,7.59e-09,7.59e-09,0,0
4.6541e+19,1,7.62e-09,7.62e-09,0,0
4.66e+19,1,7.65e-09,7.65e-09,0,0
4.6658e+19,1,7.68e-09,7.68e-09,0,0
4.6717e+19,1,7.71e-09,7.71e-09,0,0
4.6775e+19,1,7.74e-09,7.74e-09,0,0
4.6834e+19,1,7.77e-09,7.77e-09,0,0
4.6892e+19,1,7.8e-09,7.8e-09,0,0
4.6932e+19,1,7.83e-09,7.83e-09,0,0
4.6971e+19,1,7.86e-09,7.86e-09,0,0
4.701e+19,1,7.89e-09,7.89e-09,0,0
4.7049e+19,1,7.92e-09,7.92e-09,0,0
4.7088e+19,1,7.95e-09,7.95e-09,0,0
4.7127e+19,1,7.98e-09,7.98e-09,0,0
4.7167e+19,1,8.01e-09,8.01e-09,0,0
4.7206e+19,1,8.04e-09,8.04e-09,0,0
4.7245e+19,1,8.07e-09,8.07e-09,0,0
4.7284e+19,1,8.1e-09,8.1e-09,0,0
4.7323e+19,1,8.13e-09,8.13e-09,0,0
4.7362e+19,1,8.16e-09,8.16e-09,0,0
4.7402e+19,1,8.19e-09,8.19e-09,0,0
4.7441e+19,1,8.22e-09,8.22e-09,0,0
4.748e+19,1,8.25e-09,8.25e-09,0,0
4.7519e+19,1,8.28e-09,8.28e-09,0,0
4.7558e+19,1,8.31e-09,8.31e-09,0,0
4.7597e+19,1,8.34e-09,8.34e-09,0,0
4.7637e+19,1,8.37e-09,8.37e-09,0,0
4.7676e+19,1,8.4e-09,8.4e-09,0,0
4.7696e+19,1,8.43e-09,8.43e-09,0,0
4.7717e+19,1,8.46e-09,8.46e-09,0,0
4.7738e+19,1,8.49e-09,8.49e-09,0,0
4.7759e+19,1,8.52e-09,8.52e-09,0,0
4.7779e+19,1,8.55e-09,8.55e-09,0,0
4.78e+19,1,8.58e-09,8.58e-09,0,0
4.7821e+19,1,8.61e-09,8.61e-09,0,0
4.7842e+19,1,8.64e-09,8.64e-09,0,0
4.7862e+19,1,8.67e-09,8.67e-09,0,0
4.7883e+19,1,8.7e-09,8.7e-09,0,0
4.7904e+19,1,8.73e-09,8.73e-09,0,0
4.7924e+19,1,8.76e-09,8.76e-09,0,0
4.7945e+19,1,8.79e-09,8.79e-09,0,0
4.7966e+19,1,8.82e-09,8.82e-09,0,0
4.7987e+19,1,8.85e-09,8.85e-09,0,0
4.8007e+19,1,8.88e-09,8.88e-09,0,0
4.8028e+19,1,8.91e-09,8.91e-09,0,0
4.8049e+19,1,8.94e-09,8.94e-09,0,0
4.807e+19,1,8.97e-09,8.97e-09,0,0
4.809e+19,1,9e-09,9e-09,0,0
4.8094e+19,1,9.03e-09,9.03e-09,0,0
4.8097e+19,1,9.06e-09,9.06e-09,0,0
4.81e+19,1,9.09e-09,9.09e-09,0,0
4.8104e+19,1,9.12e-09,9.12e-09,0,0
4.8107e+19,1,9.15e-09,9.15e-09,0,0
4.811e+19,1,9.18e-09,9.18e-09,0,0
4.8113e+19,1,9.21e-09,9.21e-09,0,0
4.8117e+19,1,9.24e-09,9.24e-09,0,0
4.812e+19,1,9.27e-09,9.27e-09,0,0
4.8123e+19,1,9.3e-09,9.3e-09,0,0
4.8127e+19,1,9.33e-09,9.33e-09,0,0
4.813e+19,1,9.36e-09,9.36e-09,0,0
4.8133e+19,1,9.39e-09,9.39e-09,0,0
4.8137e+19,1,9.42e-09,9.42e-09,0,0
4.814e+19,1,9.45e-09,9.45e-09,0,0
4.8143e+19,1,9.48e-09,9.48e-09,0,0
4.8146e+19,1,9.51e-09,9.51e-09,0,0
4.815e+19,1,9.54e-09,9.54e-09,0,0
4.8153e+19,1,9.57e-09,9.57e-09,0,0
4.8156e+19,1,9.6e-09,9.6e-09,0,0
4.8143e+19,1,9.63e-09,9.63e-09,0,0
4.813e+19,1,9.66e-09,9.66e-09,0,0
4.8117e+19,1,9.69e-09,9.69e-09,0,0
4.8104e+19,1,9.72e-09,9.72e-09,0,0
4.8091e+19,1,9.75e-09,9.75e-09,0,0
4.8078e+19,1,9.78e-09,9.78e-09,0,0
4.8065e+19,1,9.81e-09,9.81e-09,0,0
4.8052e+19,1,9.84e-09,9.84e-09,0,0
4.8039e+19,1,9.87e-09,9.87e-09,0,0
4.8026e+19,1,9.9e-09,9.9e-09,0,0
4.8013e+19,1,9.93e-09,9.93e-09,0,0
4.8e+19,1,9.96e-09,9.96e-09,0,0
4.7987e+19,1,9.99e-09,9.99e-09,0,0
4.7974e+19,1,1.002e-08,1.002e-08,0,0
4.7961e+19,1,1.005e-08,1.005e-08,0,0
4.7948e+19,1,1.008e-08,1.008e-08,0,0
4.7935e+19,1,1.011e-08,1.011e-08,0,0
4.7922e+19,1,1.014e-08,1.014e-08,0,0
